,Unnamed: 0,id,title,tags
2547,2547,266856,The Theory of Everything,"drama romanc wifehusbandrelationship biographi physicist basedonmemoir stephenhawk fictionalizedbiographi motorneurondisea al stephenhawk janehawk jonathanhellyerjon berylwild frankhawk jamesmarsh the theori of everyth is the extraordinari stori of one of the world’ greatest live minds, the renown astrophysicist stephen hawking, who fall deepli in love with fellow cambridg student jane wilde. en"
2548,2548,13411,Malibu's Most Wanted,"comedi crime streetgang losangel b-rad sean pj shondra tomgibbson johnwhitesel bill gluckman, a wealthi white jewish senat is run for the offic of governor. hi son ""b-rad"" dresses, speaks, and act as if he were a gangster from the inner city. the campaign team member hire two actors, who don't know ani more about inner-c life than b-rad, to act as gang members, kidnap him, and take him to south central lo angel where they hope brad will be ""scare white"". en"
2549,2549,10564,Where the Heart Is,"comedi drama romanc california babi supermarket oklahoma pregnancyandbirth pregnantminor chang tenness unwillinglypregn teenagepregn startingov novaleen lexiecoop thelma'sister'husband ruthmey mamalil mattwilliam noval nation is a 17-year-old tenness transient who ha to grow up in a hurri when she' left pregnant and abandon by her boyfriend on a roadsid in sequoyah, okla., and take refug in the friendli aisl of wal-mart. in short order, some eccentric, kindli stranger ""adopt"" noval and her infant daughter, help them buck the odd and build a new life. en"
2550,2550,947,Lawrence of Arabia,"adventur drama histori war cairo arabian worldwari hor jerusalem britisharmi britishempir damascu camel war desert arab ottomanempir t.e.lawr princefei audaabutayi generallordedmundallenbi sherifali davidlean an epic about british offic t.e. lawrence' mission to aid the arab tribe in their revolt against the ottoman empir dure the first world war. lawrenc becom a flamboyant, messian figur in the cau of arab uniti but hi psycholog instabl threaten to undermin hi achievements. en"
2551,2551,24150,Halloween II,"horror nur shotgun nuditi therapist book halloween barn deathofafriend insan numberintitl rampag purgatori hospit pentagram overturningcar mentalinstitut red murder violenc whitehor duringcreditsst michaelmi phantomjam lauriestrod deborahmi michaelmi youngmichael sheriffleebrackett robzombi lauri strode struggl to come to term with her brother micheal' deadli return to haddonfield, illinois; meanwhile, michael prepar for anoth reunion with hi sister. en"
2552,2552,228970,Wild,drama adventur biographi hike basedontruestori travel cheryl bobbi paul leif jonathan jean-marcvallé a woman with a tragic past decid to start her new life by hike for one thousand mile on the pacif crest trail. en
2553,2553,18405,The Last House on the Left,"crime thriller horror drama rape whitetrash reveng murder dysfunctionalfamili swimmer famili krug morton gile sadi franci dennisiliadi a group of teenag girl head into the citi hook up with a gang of drug-addl ne'er-do-wel and are brutal murdered. the killer find their way to the home of one of their victim' parents, where both father and mother exact a horribl revenge. en"
2554,2554,6961,The Wedding Date,"comedi romanc basedonnovel callboy wed escort fakeboyfriend womandirector katelli nickmerc amyelli edwardfletcher-wooten jeffrey clarekiln with the wed of her younger sister fast approaching, kat elli face the undesir prospect of travel alon to london for the ceremony. while thi is bad enough, jeffrey, the man who left her as they move closer to marriage, happen to be the groom' best man. determin to show everyon -- most of all jeffrey -- that her romant life is as full and thrill as ever, kat hire a charm male escort as her date. en"
2555,2555,11442,Halloween: Resurrection,"horror thriller brothersisterrelationship innoc serialkil michaelmi lauriestrod michaelmi freddieharri saramoy jen rickrosenth serial killer michael myer is not finish with lauri strode, and their rivalri final come to an end. but is thi the last we see of myers? freddi harri and nora winston are realiti programm at dangertainment, and are plan to send a group of 6 thrill-seek teenag into the childhood home of myers. camera are place all over the hou and no one can get out of the house... and then michael arriv home! en"
2556,2556,2493,The Princess Bride,"adventur famili fantasi comedi romanc swashbuckl evilprinc referencetosocr referencetoplato screwbal imperson westley theprincessbrid inigomontoya fezzik princehumperdinck robrein in thi enchantingli crack fairi tale, the beauti princess buttercup and the dash westley must overcom stagger odd to find happi amid six-f swordsmen, murder princes, sicilian and rodent of unusu size. but even death can't stop these true lovebird from triumphing. en"
2557,2557,14047,The Great Debaters,drama biographi melvinb.tolson henrylow dr.jamesfarmersr. jamesfarmerjr. pearlfarm denzelwashington the true stori of a brilliant but polit radic debat team coach who use the power of word to transform a group of underdog african american colleg student into an histor powerh that took on the harvard elite. en
2558,2558,64690,Drive,drama action thriller crime stuntman bloodsplatt independentfilm policecha extremeviol violenc carcha bullet headstomp getaway crimelord existenti silentprotagonist greatsoundtrack driver iren shannon berniero standard nicolaswindingrefn a hollywood stunt perform who moonlight as a wheelman for crimin discov that a contract ha been put on him after a heist gone wrong. en
2559,2559,11132,Confessions of a Teenage Drama Queen,"comedi rockstar spotlight highschool parti rivalri womandirector boy maryelizabethcep stu karen ella carla sarasugarman when the teenag mari elizabeth steppe, a.k.a. lola, move with her mother and two younger twin sister from new york to the suburb of dellwood, new jersey, she ha the feel that her cultur and entertain world ended. while in school, the displac lola becom close friend of the unpopular ella, who is also a great fan of the her favorit rock band sidarthur. however, the most popular girl in the school, carla santini, disput the lead role in an adapt of pygmalion with lola and also the leadership of their mates. when the last concert of sidarthur is sold-out, lola plan with ella to travel to new york and buy the ticket from scalpers. however, the girl get into troubl while help the lead singer and lola' idol stu wolf, chang their live forever. en"
2560,2560,17127,The Object of My Affection,"comedi drama romanc blinddat love fallinginlov gaymanstraightwomanrelationship ninaborowski georgehanson mermaid sidneymil constancemil nicholashytn a pregnant new york social worker begin to develop romant feel for her gay best friend, and decid she'd rather rai her child with him, much to the dismay of her overbear boyfriend. en"
2561,2561,1562,28 Weeks Later,"horror thriller sciencefict londonengland lossofmoth lossoffamili mutant pest dyinganddeath chao partsofdeadbodi survivor supernatur surviv ontherun zombi danger escapad viru plagu femalecorp siblingsrel deadli chasesandrac chaosandmayham humannatur tammyharri don scarlet sergeantdoyl flynn juancarlosfresnadillo in thi chill sequel to 28 day later, the inhabit of the british isl appear to have lost their battl against the onslaught of disease, as the deadli rage viru ha kill everi citizen there. six month later, a group of american dare to set foot on the isles, convinc the danger ha come and gone. but it soon becom all too clear that the scourg continu to live, wait to pounc on it next victims. en"
2562,2562,232679,When the Game Stands Tall,drama americanfootb sport highschoolsport bobladouceur terryeidson bevladouceur mickeyryan camcolvin thomascart a young coach turn a lose high school footbal program around to go undef for 12 consecut seasons. en
2563,2563,17880,Because of Winn-Dixie,"comedi drama famili preacher opal gloriadump missfranni oti waynewang a girl, abandon by her mother when she wa three, move to a small town in florida with her father. there, she adopt an orphan dog she name winn-dixie. the bond between the girl and her special companion bring togeth the peopl in a small florida town and heal her own troubl relationship with her father. en"
2564,2564,14736,Love & Basketball,"action comedi drama romanc lover affect sport basketb highschoolsport relationship womandirector kelvin youngmonica monicawright quincymcc camillewright ginaprince-bythewood a young african-american coupl navig the tricki path of romanc and athlet in thi drama. quinci mccall (omar epps) and monica wright (sanaa lathan) grew up in the same neighborhood and have known each other sinc childhood. as they grow into adulthood, they fall in love, but they also share anoth all-consum passion: basketball. they'v follow the game all their live and have no small amount of talent on the court. as quinci and monica struggl to make their relationship work, they follow separ career path though high school and colleg basketb and, they hope, into stardom in big-leagu profess ball. en"
2565,2565,9434,Grosse Pointe Blank,"action comedi thriller romanc missionofmurd schoolparti highschoolreunion martinq.blank debinewberri grocer marcella dr.oatman georgearmitag martin blank is a freelanc hitman who start to develop a conscience, which cau him to muff a coupl of routin assignments. on the advic of hi secretari and hi psychiatrist, he attend hi 10th year high school reunion in gross pointe, michigan. en"
2566,2566,23706,All About Steve,"comedi blinddat eccentr aftercreditsst crosswordpuzzl mineshaft sandrahorowitz hartman steve angu howard philtrail after one short date, a brilliant crossword constructor decid that a cnn cameraman is her true love. becau the cameraman' job take him hither and yon, she crisscross the country, turn up at media event as she tri to convinc him they are perfect for each other. en"
2567,2567,11531,Book of Shadows: Blair Witch 2,"mysteri thriller horror witch video forest horror vision kimdiamond jeffrey""jeff""patterson ericageerson tristenryl stephenryanpark joeberl young adult becom fascin by the event of the three miss filmmak in maryland, so they decid to go into the same wood and find out what realli happened. en"
2568,2568,9100,The Craft,"drama fantasi horror thriller witch suicideattempt puberti magic blackmag sorceri femalefriendship teenag hairloss outsid occultritu karma newcom lovespel sarahbailey nancydown bonni rochel chrishook andrewflem a cathol school newcom fall in with a cliqu of teen witch who wield their power against all who dare to cross them -- be they teachers, rival or meddlesom parents. en"
2569,2569,116,Match Point,"drama thriller crime romanc lovetriangl londonengland upperclass adulteri tenni rivertham love wealth lust instructor golddigg socialclimb actress chriswilton nolar chloehewettwilton alechewett eleanorhewett woodyallen match point is woodi allen’ satir of the british high societi and the ambit of a young tenni instructor to enter into it. yet when he must decid between two women - one assur him hi place in high society, and the other that would bring him far from it - palm start to sweat and a dark psycholog match in hi head begins. en"
2570,2570,38843,Ramona and Beezus,"comedi famili sistersisterrelationship motherdaughterrelationship auntniecerelationship fatherdaughterrelationship duringcreditsst womandirector ramonaquimbi beatrice""beezus""quimbi robertquimbi dorothyquimbi auntbea elizabethallenrosenbaum ramona is a littl girl with a veri big imagin and a nose for mischief. her play antic keep everyon in her love famili on their toes, includ her older sister beezus, who' just tri to surviv her first year of high school. through all the up and down of childhood, ramona and beezu learn that anything' possibl when you believ in yourself and reli on each other. en"
2571,2571,1245,The Remains of the Day,drama romanc newspap butler countryh loyalti flower nazi jewish britain housekeep employ jamessteven misskenton lorddarlington jacklewi reginaldcardin jamesivori a rule bound head butler' world of manner and decorum in the household he maintain is test by the arriv of a housekeep who fall in love with him in post-wwi britain. the possibl of romanc and hi master' cultiv of tie with the nazi cau challeng hi care maintain veneer of servitude. en
2572,2572,4995,Boogie Nights,"drama pornographi sex pornactor pornographicvideo fromragstorich drug pornindustri gayleadcharact eddieadamsaliasdirkdiggl jackhorn reedrothchild amberwaves-maggi toddpark paulthomasanderson set in 1977, back when sex wa safe, pleasur wa a busi and busi wa booming, idealist porn produc jack horner aspir to elev hi craft to an art form. horner discov eddi adams, a hot young talent work as a busboy in a nightclub, and welcom him into the extend famili of movie-makers, misfit and hangers-on that are alway around. adams' rise from nobodi to a celebr adult entertain is meteoric, and soon the whole world seem to know hi porn alter ego, ""dirk diggler"". now, when disco and drug are in vogue, fashion is in flux and the parti never seem to stop, adams' dream of turn sex into stardom are about to collid with cold, hard reality. en"
2573,2573,10413,Nowhere to Run,action adventur drama thriller prison fight liber shelter samgillen clydieanderson mike'mookie'anderson mr.dunston breeanderson robertharmon escap convict sam gillen singl handedli take on ruthless develop determin to evict clydi - a widow with two young children. nobodi know who sam is. en
2574,2574,14012,Flicka,"drama hor robmclaughlin nellmclaughlin maleprefect katherine""katy""mclaughlin howardmclaughlin michaelmay a headstrong 16 year old kati mclaughlin desir to work on her family' mountainsid hor ranch, although her father insist she finish board school. kati find a mustang in the hill near her ranch. kati then set her mind to tame a mustang and prove to her father she can run the ranch. but when tragedi happens, it will take all the love and strength the famili can muster to restor hope. en"
2575,2575,9793,The Hills Have Eyes 2,horror thriller newmexico mutant assault surviv papahad han wilson red foster martinweisz a group of nation guard train find themselv battl against a viciou group of mutant on their last day of train in the desert. en
2576,2576,12212,Urban Legends: Final Cut,"horror filmmak highschool sequel serialkil slasher aftercreditsst amymayfield travisstark reesewilson professorsolomon stanwashington johnottman the make of a horror movi take on a terrifi realiti for student at the most prestigi film school in the countri in 'urban legends: final cut', the suspen follow up to the smash hit 'urban legend'. at alpin university, someon is determin to win the best film award at ani cost - even if it mean elimin the competition. no one is safe and everyon is a suspect. 'urban legends: final cut' is an edge-of-your-seat thriller that will keep you guess until the shock climax. en"
2577,2577,13768,Tuck Everlasting,"fantasi drama sciencefict romanc famili winniefost angustuck maetuck jessetuck milestuck jayrussel natali babbitt' award win book for children come to the screen in a lavish adapt from walt disney pictures. winni foster (alexi bledel) is a girl in her earli teen grow up in the small rural town of winesap in 1914. winnie' parent (victor garber and ami irving) are love but overprotective, and winni long for a life of greater freedom and adventure. en"
2578,2578,8975,The Marine,action adventur drama thriller gangsterboss wife war chang iraqwar johntriton katetriton rome angela morgan johnbonito a group of diamond thiev on the run kidnap the wife of a recent discharg marin who goe on a chase through the south carolinian wilder to retriev her. en
2579,2579,342521,Keanu,action comedi hitman stripclub africanamerican gangster carcha kitten buddycomedi gunfight stolenpet designerdrug rellwilliams/oildresden clarencegoobril/smokedresden hi-c cheddar trunk peteratencio friend hatch a plot to retriev a stolen cat by pose as drug dealer for a street gang. en
2580,2580,45272,Country Strong,"drama romanc suicid alcohol adulteri countrymu bar infidel texa paparazzi musician music van addict biker love singer womandirector kellyc beauhutton jamesc chilesstanton winni shanafest soon after the rise young singer-songwrit beau william get involv with a fallen, emot unstabl countri star kelli canter, the pair embark on a career resurrect tour helm by her husband/manag jame and featur a beauti queen-turned-s chile stanton. between concerts, romant entangl and old demon threaten to derail them all. en"
2581,2581,9424,Disturbing Behavior,"mysteri horror sciencefict suicid sex island nightmar chase polic insan highschool control mindcontrol murder teacher student brainwash teenag rage behavior steveclark rachelwagn gavinstrick officercox dr.edgarcaldicott davidnutt steve clark (jame marsden) is a newcom in the town of cradl bay, and he quickli realiz that there' someth odd about hi high school classmates. the cliqu known as the ""blue ribbons"" are the eeri embodi of academ excel and clean living. but, like the rest of the town, they'r a littl too perfect. when steve' rebelli friend gavin (nick stahl) mysteri join their ranks, steve search for the truth with fellow misfit rachel (kati holmes). en"
2582,2582,97367,The Place Beyond the Pines,"drama crime corrupt fathersonrelationship carniv mechan motorcycl bankrobberi lukeglanton averycross rominagutierrez jasonkancam ajcross derekcianfr a motorcycl stunt rider consid commit a crime in order to provid for hi wife and child, an act that put him on a colli cour with a cop-turned-politician. en"
2583,2583,254904,The November Man,crime action thriller cia retir agent peterh.devereaux davidmason alicefourni hanley alexa rogerdonaldson an ex- cia oper is brought back in on a veri person mission and find himself pit against hi former pupil in a deadli game involv high level cia offici and the russian president-elect. en
2584,2584,18681,Eye of the Beholder,"drama mysteri thriller beautifulwoman serialkil secretserv blind stephenwilson joannaeri alexleonard hilari dr.brault stephanelliott a reclu surveil expert is hire to spi on a mysteri blackmailer, who just may be a serial killer. en"
2585,2585,12162,The Hurt Locker,"drama thriller war sniper explo loyalti u.s.armi iraq carbomb suspen tension iraqwar desert bombsquad bodyarmor womandirector armyserg sgt.williamjam sgt.jtsanborn spc.oweneldridg sgt.mattthompson mercenaryteamlead kathrynbigelow forc to play a danger game of cat-and-m in the chao of war, an elit armi bomb squad unit must come togeth in a citi where everyon is a potenti enemi and everi object could be a deadli bomb. en"
2586,2586,11495,Firestarter,"fantasi drama horror action thriller fire telepathi intellig colleg andrew'andy'mcg charlene'charlie'mcg doctorjosephwanless victoria'vicky'tomlinsonmcg captainhollist markl.lest as youths, andi mcgee (david keith) and hi futur wife, vicki (heather locklear), particip in secret experiments, allow themselv to be subject to mysteri medic tests. year later, the couple' daughter, charli (drew barrymore), begin to exhibit the abil of set fire sole with her mind. thi volatil talent make the youngster extrem danger and soon she becom a target for the enigmat agenc known as ""the shop."" en"
2587,2587,64689,Killing Them Softly,"crime thriller poker gambl robberi basedonnovel hitman economi murder blood hit mobster gangster crimin jackiecogan franki russel mickey markietrattman andrewdominik jacki cogan is an enforc hire to restor order after three dumb guy rob a mob protect card game, cau the local crimin economi to collapse. en"
2588,2588,157849,A Most Wanted Man,"thriller terror muslim intellig immigr tortur surveil secur güntherbachmann annabelricht marthasullivan max tommybru antoncorbijn when a half-chechen, half-russian, tortur half-to-death immigr turn up in hamburg' islam community, lay claim to hi father' ill gotten fortune, both german and us secur agenc take a close interest: as the clock tick down and the stake rise, the race is on to establish thi most want man' true ident - oppress victim or destruction-b extremist? en"
2589,2589,13166,Freddy Got Fingered,"comedi wheelchair slacker sausag gordbrodi jimbrodi betti freddybrodi darren tomgreen an unemploy cartoonist move back in with hi parent and younger brother freddy. when hi parent demand he leave, he begin to spread rumor that hi father is sexual abu freddy. en"
2590,2590,15511,VeggieTales: The Pirates Who Don't Do Anything,"adventur anim comedi sciencefict famili brotherbrotherrelationship hostag veget children pirat king waiter aftercreditsst duringcreditsst george/sedgewick/willory/sirfrederick/mr.hibbing/bobthetomato/piratespy/piratephilippepea elliot/piratejeanclaudepea/theaterfoe/piratespysidekick/piratewithdummy/rockmonsterfath roberttheterrible/thek eloi alexand mikenawrocki set sail for adventure! a boatload of belov veggiet pal embark on a fun and fresh pirat adventur with their trademark humor and silli song in the pirat who don't do anyth - a veggiet movie! larri the cucumber, mr. lunt and pa grape find themselv on the ride of their live when they are mysteri whisk back to the time when pirat rule the high seas. en"
2591,2591,37003,U2 3D,"music documentari himself himself himself himself markpellington catherineowen a 3-d present of u2' global ""vertigo"" tour. shot at seven differ shows, thi product employ the greatest number of 3-d camera ever use for a singl project. en"
2592,2592,12211,Highlander: Endgame,"action fantasi sciencefict lossoflov antiquari lossofpow deathofafriend immort connormacleod jacobkel duncanmacleod jink katemacleod/faith douglasaarniokoski immort connor and duncan macleod join forc against a man from connor' distant past in the highland of scotland, kell, an immen power immort who lead an armi of equal power and deadli immort swordsmen and assassins. no immort aliv ha been abl to defeat kell yet, and neither connor nor duncan are skill enough themselv to take him on and live. the two of them eventu come to one inevit conclusion; one of them must die so that the combin power of both the highland can bring down kell for good. there can be onli one... the question is, who will it be? en"
2593,2593,13816,Idlewild,"crime drama music mortician tiedtochair songandd pianolesson fisticuff talkingtothedead close-up perciv angel trumpi ace zora bryanbarb a music set in the prohibition-era american south, where a speakeasi perform and club manag rooster must contend with gangster who have their eye on the club while hi piano player and partner perciv must choo between hi love, angel or hi oblig to hi father. en"
2594,2594,51828,One Day,"drama romanc basedonnovel comedian job love malefemalerelationship author writer divorc bestfriendsinlov womandirector missedopportun emmamorley dextermayhew alisonmayhew stephenmayhew sylviecop lonescherfig a romant comedi center on dexter and emma, who first meet dure their graduat in 1988 and proceed to keep in touch regularly. the film follow what they do on juli 15 annually, usual do someth together. en"
2595,2595,22798,Whip It,"drama sport rollerderbi duringcreditsst womandirector blisscavendar pash maggiemayhem smashleysimpson amber drewbarrymor in bodeen, texas, land of the dragon, an indie-rock love misfit find a way of deal with her small-town miseri after she discov a roller derbi leagu in nearbi austin. en"
2596,2596,7501,Knockaround Guys,crime thriller montana sheriff pileofdeadbodi money mobster mattydemaret chrisscarpa johnnymarbl taylorre teddydeserv briankoppelman davidlevien four son of well-known new york mobster must retriev a bag of cash from a small montana town rule by a corrupt sheriff. en
2597,2597,10743,Confidence,"action comedi thriller crime grifter con bigcon congam premaritalsex jakevig lili travi winstonk guntherbutan jamesfoley what jake vig doesn't know just might get him killed. a sharp and polish grifter, jake ha just swindl thousand of dollar from the unsuspect lionel dolbi with the help of hi crew. it becom clear that lionel wasn't just ani mark, he wa an account for eccentr crime boss winston king. jake and hi crew will have to stay one step ahead of both the crimin and the cop to final settl their debt. en"
2598,2598,37718,The Muse,"fantasi comedi screenwrit muse stevenphillip sarahlittl lauraphillip jackwarrick cybillshepherd albertbrook what happen when a screenwrit (brooks) lose hi edge, he turn to anyon he can for help... even if it' the mythic ""zeus' daughter"" (stone). and he' will to pay, albeit reluctantly, whatev price it take to satisfi thi goddess, especi when her advic get him go again on a sure-fir script. however, thi is not the limit of her help, she also get the writer' wife (macdowell) go on her own bakeri enterprise, much to the chagrin of brooks, who ha alreadi had to make mani person sacrif for hi own help. en"
2599,2599,15237,De-Lovely,"drama music music biographi hollywood theater coleport lindaport gabriel geraldmurphi sarahmurphi irwinwinkl from pari to venic to broadway to hollywood, the live of cole porter and hi wife, linda were never less than glamor and wildli unconventional. and though cole' thirst for life strain their marriage, linda never stop be hi muse, inspir some of the greatest son of the twentieth century. en"
2600,2600,9686,New York Stories,"comedi drama romanc newyork mother hotel robberi jealousi obsess artist galleri assist antholog lawyer citi art occult young sheldon psychiatrist mother lisa sheldon'ssecretari francisfordcoppola martinscors woodyallen three stori happen in new york. the first, by scorsese, is about a painter who creat hi work help by high volum music and an attract assistant; second, by coppola, is about a rich and bold 12 year old who help her separ parent to reconciliate; third, by allen, is a witti piec of comedi about the imposs of get rid of the son' role. en"
2601,2601,17644,Barney's Great Adventure,"famili stevegom mom and dad dump son cody, daughter abby, her best friend marcella and a babi on the farm with grandpa and grandma. purpl dinosaur barney soon appear to entertain kids, and when a larg color egg deposit on a farm by a shoot star is accid cart off, barney and kid start their chase for it en"
2602,2602,97430,The Man with the Iron Fists,"action blacksmith brothel femmefat violenc ancientchina crossbow duringcreditsst lensflar feudal jackknif madameblossom ladysilk blacksmith chichi rza in feudal china, a blacksmith who make weapon for a small villag is put in the posit where he must defend himself and hi fellow villagers. en"
2603,2603,12257,Home Fries,"drama comedi romanc waitress infidel plannedmurd pregnancyandbirth funer widow hamburg junkfood sallyjackson beatricelev dorianmonti angusmonti mrs.jackson deanparisot dorian and angu chase down their woman stepfath with a helicopter, frighten him to death. in hi effort to cover their tracks, dorian begin investig hi stepfather' mistress, sally. she work at a fast-food drive-through, she' pregnant and dorian quickli fall in love with her. unfortunately, hi scheme mother want salli dead. and salli isn't sure she want dorian to be her child' father and also hi brother. en"
2604,2604,13539,Here On Earth,romanc carrac privateschool diner samanthacavanaugh kelvinmor jasperarnold malcolmarnold betsyarnold markpiznarski a rich colleg kid is taught a lesson after a joy ride end up destroy a countri restaurant. en
2605,2605,68,Brazil,"comedi sciencefict bureaucraci policest terror greatbritain dream dystopia govern anarchiccomedi samlowri archibald'harry'tuttl mrs.idalowri mr.m.kurtzmann spoor terrygilliam low-level bureaucrat sam lowri escap the monotoni of hi day-to-day life through a recur daydream of himself as a virtuou hero save a beauti damsel. investig a case that led to the wrong arrest and eventu death of an innoc man instead of want terrorist harri tuttle, he meet the woman from hi daydream, and in tri to help her get caught in a web of mistaken identities, mindless bureaucraci and lies. en"
2606,2606,14024,Raise Your Voice,"music drama romanc music life'sdream aspirings singer teenag deathofbroth griev musicschool overprotectivefath teresa'terri'fletch jaycorgan simonfletch engelbert""kiwi""wilson francisfletch seanmcnamara rai your voic is a coming-of-ag stori center around a small-town singer, brokenheart by the death of her brother in a car crash, who had secretli submit her for a summer session at a perform art academi in lo angeles. in the perform art academy, she experi a whole new way of life in the big city, far from the small town lifestyl she' use to. en"
2607,2607,115,The Big Lebowski,"comedi crime whiterussian dude bowl vietnamveteran carpet nihil heartattack kidnap lsd marijuana losangel millionair cowboy ash impregn bowlingteam unemploy bowlingb weed thedud waltersobchak maudelebowski theodoredonald""donny""kerabatso brandt joelcoen jeffrey ""the dude"" lebowski, a lo angel slacker who onli want to bowl and drink white russians, is mistaken for anoth jeffrey lebowski, a wheelchair-bound millionaire, and find himself drag into a strang seri of event involv nihilists, adult film producers, ferrets, errant toes, and larg sum of money. en"
2608,2608,7874,Black Snake Moan,"drama southernusa blue militaryserv independentfilm lazaru rae ronniemorgan angela reverendr.l. craigbrew a god-fear bluesman take to a wild young woman who, as a victim of childhood sexual abuse, is look everywh for love, but never quit find it. en"
2609,2609,4911,Dark Blue,"action crime drama thriller corrupt policebrut riot ghetto streetwar hold-uprobberi moralconflict specialunit policeeverydaylif cop independentfilm losangel famili eldonperri bobbykeough bethwilliamson jackvanmet arthurholland ronshelton set dure the rodney king riots, a robberi homicid investig trigger a seri of event that will cau a corrupt lapd offic to question hi tactics. en"
2610,2610,1988,A Mighty Heart,"drama thriller terror journal newlov sad fbi despair hostagedrama support hope friendship faith loss pakistan murder independentfilm pregnanc marianepearl danielpearl captain asraq.nomani johnbussey michaelwinterbottom base on marian pearl' account of the terrifi and unforgett stori of her husband, wall street journal report danni pearl' life and death. en"
2611,2611,16222,Whatever It Takes,"drama comedi romanc ashleygr ryanwoodman maggiecart chriscampbel floyd davidraynr a nerdi teen, ryan woodman is smitten with the popular and gorgeou ashley grant, who appar ha no interest in him. meanwhile, dim star athlet chri campbel ha hi eye on ryan' braini and beauti friend, maggi carter. the two agr to help each other in their romant quests, but, as they come closer to their goals, both ryan and chri suspect that they might be pursu the wrong girls. en"
2612,2612,9557,Boat Trip,"comedi gay bikini cruiseship babe jerryrobinson nickragoni gabriella felicia hector mortnathan two straight men mistakenli end up on a ""gay only"" cruise. en"
2613,2613,9026,The Importance of Being Earnest,"comedi drama histori romanc newlov countryest countryh falseid beguil rel victorianengland pleasur algernonmoncrieff(„algy“) johnworthing(„jack“) cecili ladybracknel dr.chasubl oliverpark two young gentlemen live in 1890 england use the same pseudonym (""ernest"") on the sly, which is fine until they both fall in love with women use that name, which lead to a comedi of mistaken identities... en"
2614,2614,57943,The Love Letter,comedi drama fantasi romanc scottcorrigan elizabethwhitcomb everettreagl beatricecorrigan dancurti 20th centuri comput game design scott exchang love letter with 19th centuri poet elizabeth whitcomb through an antiqu desk that can make letter travel through time. en
2615,2615,18276,Hoot,"drama famili owl teenag animalprotect basedonyoungadultnovel delinko royeberhardt beatrice""thebear""leep curli mulletf wilshrin a young man (lerman) move from montana to florida with hi family, where he' compel to engag in a fight to protect a popul of endang owls. en"
2616,2616,8321,In Bruges,"comedi drama crime brugesbelgium townsquar vietnam canadianstereotyp skinned gruuthusemuseumbrug ray kendaley harrywat chloëvillett mari martinmcdonagh ray and ken, two hit men, are in bruges, belgium, wait for their next mission. while they are there they have time to think and discuss their previou assignment. when the mission is reveal to ken, it is not what he expected. en"
2617,2617,72359,Peeples,comedi duringcreditsst womandirector wadewalk gracepeepl virgilpeepl daphnepeepl simonpeepl tinagordonch the stori follow what happen when a child psychologist surpri hi girlfriend by show up at her polit family' annual get-togeth at their sag harbor vacat home onli to find them desper in need of therapy. en
2618,2618,10186,The Rocker,"comedi music 1970 drum groupi music rock heavymet headbang robert'fish'fishman mattgadman kim amelia curti petercattaneo rob ""fish"" fishman is the drummer in '80 hair metal band vesuvius. he' unceremoni boot as the group sign a big record deal, is out of the music world for 20 year - and then receiv a second chanc with hi nephew' band. en"
2619,2619,25704,Post Grad,"comedi career famili unemploy womandirector graduationspeech rydenmalbi adamdavi davidsantiago carmellamalbi grandmamaureen vickyjenson ryden malbi ha a master plan. graduat college, get a great job, hang out with her best friend and find the perfect guy. but her plan spin hilari out of control when she’ forc to move back home with her eccentr family. en"
2620,2620,133694,Promised Land,"drama smalltown campaign salesman farmland naturalga frack stevebutl dustinnobl suethomason alic paulgeari gusvan a salesman for a natur ga compani experi life-chang event after arriv in a small town, where hi corpor want to tap into the avail resources. en"
2621,2621,19265,Whatever Works,"comedi romanc loveatfirstsight runaway agediff naiveti christian marriag atheist misanthrop eccentr religion date newyorkc oldermanyoungerwomanrelationship limp borisyellnikoff melodiest.anncelestin boris'friend#1 joe-boris'friend#3 boris'friend#2 woodyallen whatev work explor the relationship between a crotcheti misanthrope, bori and a naïve, impress young runaway from the south, melody. when melody' uptight parent arriv in new york to rescu her, they are quickli drawn into wildli unexpect romant entanglements. everyon discov that find love is just a combin of lucki chanc and appreci the valu of ""whatev works."" en"
2622,2622,36047,The In Crowd,"thriller womandirector brittani adrien matt marylambert a mental disturb young woman take a job at a posh countri club and fall in with a cliqu of wealthi colleg kid where she' taken under the wing of the clique' twist leader, who harbor some dark secret too terrifi to tell. en"
2623,2623,8053,The Three Burials of Melquiades Estrada,"adventur crime drama mysteri western borderpatrol unitedstates–mexicobarri promi desert peteperkin mikenorton belmont louannnorton rachel tommyleejon when brash texa border offic mike norton (barri pepper) wrong kill and buri the friend and ranch hand of pete perkin (tommi lee jones), the latter is remind of a promi he made to buri hi friend, melquiad estrada (julio cesar cedillo), in hi mexican home town. he kidnap norton and exhum estrada' corpse, and the odd caravan set out on horseback for mexico. as estrada' bodi begin to rot, norton begin to unravel, but perkin remain determin to honor hi vow. en"
2624,2624,2290,Jakob the Liar,"comedi drama histori jewri schutzstaffel jewishlif jewishghetto jakobheym prof.dr.kirschbaum linakronstein lina`smutt linas`svat peterkassovitz in 1944 poland, a jewish shop keeper name jakob is summon to ghetto headquart after be caught out after curfew. while wait for the german kommondant, jakob overhear a german radio broadcast about russian troop movements. return to the ghetto, the shopkeep share hi inform with a friend and then rumor fli that there is a secret radio within the ghetto. en"
